//npcId - hitpoints attackAnim defenceAnim deathAnim attackDelay deathDelay respawnDelay maxHit attackStyle attackGfx attackProjectile agressivenessType
//Chaos dwarf hand cannoneer
9113 - 1000 1341 1340 1342 8 1 60 680 MELEE -1 -1 AGRESSIVE
//Undead one
505 - 600 -1 -1 -1 1 1 60 77 MELEE -1 -1 AGRESSIVE
//Dagannoth Mother
9114 - 1000 1341 1340 1342 8 1 60 680 MELEE -1 -1 AGRESSIVE
//Dagannoth Mother
9115 - 1000 1341 1340 1342 8 1 60 680 MELEE -1 -1 AGRESSIVE
//Nazastarool
507 - 1000 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Cyclops
4292 - 1000 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Undead one
502 - 470 -1 -1 -1 1 1 60 77 MELEE -1 -1 AGRESSIVE
//Dagannoth Mother
9107 - 1000 1341 1340 1342 8 1 60 680 MELEE -1 -1 AGRESSIVE
//Cyclops
4291 - 750 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Grave scorpion
493 - 70 -1 -1 -1 4 1 60 50 MELEE -1 -1 PASSIVE
//Wallasalki
9096 - 1300 -1 -1 -1 6 1 60 300 MAGE -1 -1 AGRESSIVE
//Ghost
491 - 200 -1 -1 -1 5 1 60 27 MELEE -1 -1 AGRESSIVE
//Guard
4309 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Dagannoth guardian
9092 - 2100 -1 -1 -1 4 1 60 114 MELEE -1 -1 AGRESSIVE
//Guard
4308 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Guard
4311 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Guard
4310 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Dagannoth sentinel
9089 - 2 -1 -1 -1 4 1 60 150 MELEE -1 -1 AGRESSIVE
//Guard
4307 - 220 -1 -1 -1 5 1 60 34 MELEE -1 -1 PASSIVE
//Giant Lobster
4893 - 500 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Slug Prince
4890 - 710 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Balance Elemental
8283 - 2750 -1 -1 -1 4 1 60 300 MELEE -1 -1 AGRESSIVE
//Balance Elemental
8282 - 2750 -1 -1 -1 4 1 60 300 MELEE -1 -1 AGRESSIVE
//Balance Elemental
8281 - 2750 -1 -1 -1 4 1 60 300 MELEE -1 -1 AGRESSIVE
//Giant rat
4924 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Giant rat
4926 - 100 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Giant rat
4927 - 100 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Giant crypt rat
4920 - 700 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Giant crypt rat
4921 - 700 -1 -1 -1 4 1 60 90 MELEE -1 -1 AGRESSIVE
//Giant rat
4922 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Giant rat
4923 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Elite Dark Ranger
8317 - 800 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//Elite Dark Ranger
8316 - 800 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//Elite Dark Ranger
8319 - 800 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//Elite Dark Ranger
8318 - 800 -1 -1 -1 4 1 60 90 RANGE -1 -1 AGRESSIVE
//Earth elemental
4910 - 350 -1 -1 -1 7 1 60 49 MELEE -1 -1 AGRESSIVE
//Elite Dark Warrior
8313 - 1050 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Elite Dark Warrior
8312 - 1050 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Elite Dark Warrior
8315 - 1050 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Elite Dark Warrior
8314 - 1050 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Giant rat
4944 - 260 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Fortress guard
609 - 220 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Giant rat
4945 - 260 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Goat
4931 - 210 -1 -1 -1 4 1 60 47 MELEE -1 -1 PASSIVE
//Goat
4930 - 210 -1 -1 -1 4 1 60 47 MELEE -1 -1 PASSIVE
//Dungeon rat
4929 - 120 -1 -1 -1 5 1 60 20 MELEE -1 -1 AGRESSIVE
//Dungeon rat
4928 - 120 -1 -1 -1 5 1 60 20 MELEE -1 -1 AGRESSIVE
//Billy Goat
4935 - 280 -1 -1 -1 4 1 60 63 MELEE -1 -1 PASSIVE
//Goat
4934 - 210 -1 -1 -1 4 1 60 47 MELEE -1 -1 PASSIVE
//Goat
4933 - 210 -1 -1 -1 4 1 60 47 MELEE -1 -1 PASSIVE
//Billy Goat
4932 - 280 -1 -1 -1 4 1 60 63 MELEE -1 -1 PASSIVE
//Dungeon rat
4937 - 120 -1 -1 -1 5 1 60 20 MELEE -1 -1 AGRESSIVE
//Dungeon rat
4936 - 120 -1 -1 -1 5 1 60 20 MELEE -1 -1 AGRESSIVE
//Giant rat
4943 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Giant rat
4942 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Mercenary
4989 - 600 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Mercenary
4990 - 600 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Mercenary
4991 - 600 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Baby Roc
4971 - 470 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE
//Giant Roc
4972 - 2000 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Black demon
677 - 1570 -1 -1 -1 5 1 60 167 MELEE -1 -1 AGRESSIVE
//Tower Archer
690 - 700 -1 -1 -1 4 1 60 160 RANGE -1 -1 AGRESSIVE
//Tower Archer
691 - 900 -1 -1 -1 4 1 60 160 RANGE -1 -1 AGRESSIVE
//Tower Archer
688 - 300 -1 -1 -1 4 1 60 160 RANGE -1 -1 AGRESSIVE
//Mercenary
4992 - 600 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Tower Archer
689 - 500 -1 -1 -1 4 1 60 160 RANGE -1 -1 AGRESSIVE
//Jonny the beard
645 - 80 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Elite Khazard guard
8440 - 850 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Chronozon
667 - 600 -1 -1 -1 4 1 60 180 MELEE -1 -1 AGRESSIVE
//Suspicious outsider
8436 - 550 -1 -1 -1 4 1 60 60 MELEE -1 -1 PASSIVE
//Elite Khazard guard
8437 - 850 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Elite Khazard guard
8438 - 850 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Elite Khazard guard
8439 - 850 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Mercenary mage
8335 - 65000 -1 -1 -1 5 0 10 3000 SPECIAL -1 -1 AGRESSIVE
//Berserk barbarian spirit
751 - 1900 -1 -1 -1 4 1 60 188 MELEE -1 -1 AGRESSIVE
//Mercenary axeman
8334 - 780 -1 -1 -1 4 1 60 80 MELEE -1 -1 AGRESSIVE
//Enraged barbarian spirit
750 - 1900 -1 -1 -1 4 1 60 188 MELEE -1 -1 AGRESSIVE
//Angry barbarian spirit
749 - 1900 -1 -1 -1 4 1 60 188 MELEE -1 -1 AGRESSIVE
//Elite Dark Mage
8323 - 800 -1 -1 -1 4 1 60 170 MAGE -1 -1 AGRESSIVE
//Elite Dark Mage
8322 - 800 -1 -1 -1 4 1 60 170 MAGE -1 -1 AGRESSIVE
//Elite Dark Mage
8321 - 800 -1 -1 -1 4 1 60 170 MAGE -1 -1 AGRESSIVE
//Elite Dark Mage
8320 - 800 -1 -1 -1 4 1 60 170 MAGE -1 -1 AGRESSIVE
//Elite Black Knight
8327 - 1150 -1 -1 -1 4 1 60 130 MELEE -1 -1 AGRESSIVE
//Elite Black Knight
8326 - 1150 -1 -1 -1 4 1 60 130 MELEE -1 -1 AGRESSIVE
//Elvarg
742 - 800 12252 12251 12250 5 1 60 100 SPECIAL2 -1 -1 AGRESSIVE
//Elite Black Knight
8325 - 1150 -1 -1 -1 4 1 60 130 MELEE -1 -1 AGRESSIVE
//Elite Black Knight
8324 - 1150 -1 -1 -1 4 1 60 130 MELEE -1 -1 AGRESSIVE
//Tormented demon
8350 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Tormented demon
8351 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Glophren
767 - 880 -1 -1 -1 4 1 60 120 MAGE -1 -1 AGRESSIVE
//Tormented demon
8349 - 3260 -1 10923 10917 6 4 60 269 SPECIAL -1 -1 AGRESSIVE
//Ferocious barbarian spirit
752 - 1900 -1 -1 -1 4 1 60 188 MELEE -1 -1 AGRESSIVE
//Melzar the Mad
753 - 440 -1 -1 -1 4 1 60 50 MELEE -1 -1 AGRESSIVE
//Tormented demon
8361 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Tormented demon
8360 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Tormented demon
8363 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Tormented demon
8362 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Tormented demon
8365 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Tormented demon
8364 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Tormented demon
8366 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Tormented demon
8353 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Tormented demon
8352 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Tormented demon
8355 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Tormented demon
8354 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Tormented demon
8357 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Tormented demon
8356 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Tormented demon
8359 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Tormented demon
8358 - 3260 -1 10923 10917 6 5 60 269 SPECIAL -1 -1 AGRESSIVE
//Nomad
8529 - 10000 -1 12693 12694 5 5 0 322 SPECIAL -1 -1 AGRESSIVE
//Nomad
8528 - 10000 -1 12693 12694 5 5 0 322 SPECIAL -1 -1 AGRESSIVE
//Nomad
8531 - 10000 -1 12693 12694 5 5 0 322 SPECIAL -1 -1 PASSIVE
//Rowdy slave
827 - 180 -1 -1 -1 4 1 60 40 MELEE -1 -1 AGRESSIVE
//Goblin
12359 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Greater reborn mage
8567 - 1100 -1 -1 -1 4 1 60 120 MAGE -1 -1 AGRESSIVE
//Goblin
12358 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Lesser reborn mage
8566 - 800 -1 -1 -1 4 1 60 90 MAGE -1 -1 AGRESSIVE
//Goblin
12357 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Lesser reborn mage
8565 - 800 -1 -1 -1 4 1 60 90 MAGE -1 -1 AGRESSIVE
//Goblin
12356 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Greater reborn ranger
8564 - 1000 -1 -1 -1 4 1 60 130 RANGE -1 -1 AGRESSIVE
//Goblin
12355 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Greater reborn ranger
8563 - 1000 -1 -1 -1 4 1 60 130 RANGE -1 -1 AGRESSIVE
//Goblin
12354 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Lesser reborn ranger
8562 - 800 -1 -1 -1 4 1 60 110 RANGE -1 -1 AGRESSIVE
//Goblin
12353 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Lesser reborn ranger
8561 - 800 -1 -1 -1 4 1 60 110 RANGE -1 -1 AGRESSIVE
//Giant spider
12352 - 67 5327 5328 5329 5 1 60 15 MELEE -1 -1 AGRESSIVE
//Greater reborn warrior
8560 - 1350 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Pirate Guard
799 - 250 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Cow calf
12366 - 69 -1 -1 -1 4 1 60 11 MELEE -1 -1 PASSIVE
//Cow
12365 - 107 245 150 244 6 1 60 15 MELEE -1 -1 PASSIVE
//Cow calf
12364 - 69 -1 -1 -1 4 1 60 11 MELEE -1 -1 PASSIVE
//Cow
12363 - 107 245 150 244 6 1 60 15 MELEE -1 -1 PASSIVE
//Ice Queen
795 - 1050 -1 -1 -1 4 1 60 100 MELEE -1 -1 PASSIVE
//Cow
12362 - 107 245 150 244 6 1 60 15 MELEE -1 -1 PASSIVE
//Goblin
12361 - 64 6188 6189 6190 5 1 60 16 MELEE -1 -1 PASSIVE
//Goblin
12360 - 50 6184 6183 6182 5 1 60 16 MELEE -1 -1 PASSIVE
//Greater reborn mage
8568 - 1100 -1 -1 -1 4 1 60 120 MAGE -1 -1 AGRESSIVE
//Wizard
12374 - 1400 13788 -1 -1 5 5 60 270 MELEE -1 -1 AGRESSIVE
//Dark wizard
4660 - 250 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Phoenix
8549 - 2550 -1 -1 -1 4 1 60 290 MAGE -1 -1 AGRESSIVE
//Ram
12370 - 40 5338 5337 5336 5 1 60 15 MELEE -1 -1 PASSIVE
//Dark wizard
4658 - 120 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Ram
12371 - 40 -1 -1 -1 5 1 60 15 MELEE -1 -1 PASSIVE
//Dark wizard
4659 - 120 -1 -1 -1 4 1 60 20 MAGE -1 -1 AGRESSIVE
//Ram
12369 - 40 5338 5337 5336 5 1 60 15 MELEE -1 -1 PASSIVE
//Red dragon
4670 - 1400 12252 12251 12250 5 1 60 144 SPECIAL2 -1 -1 AGRESSIVE
//Greater reborn warrior
8559 - 1350 -1 -1 -1 4 1 60 120 MELEE -1 -1 AGRESSIVE
//Red dragon
4671 - 1400 12252 12251 12250 5 1 60 144 SPECIAL2 -1 -1 AGRESSIVE
//Baby red dragon
4668 - 500 -1 -1 -1 4 1 60 54 MELEE -1 -1 AGRESSIVE
//Red dragon
4669 - 1400 12252 12251 12250 5 1 60 144 SPECIAL2 -1 -1 AGRESSIVE
//Baby blue dragon
4666 - 510 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Baby red dragon
4667 - 500 -1 -1 -1 4 1 60 54 MELEE -1 -1 AGRESSIVE
//Baby blue dragon
4665 - 510 -1 -1 -1 5 1 60 60 MELEE -1 -1 AGRESSIVE
//Black dragon
4673 - 1900 12252 12251 12250 5 1 60 214 SPECIAL2 -1 -1 AGRESSIVE
//Red dragon
4672 - 1400 12252 12251 12250 5 1 60 144 SPECIAL2 -1 -1 AGRESSIVE
//Black dragon
4675 - 1900 12252 12251 12250 5 1 60 214 SPECIAL2 -1 -1 AGRESSIVE
//Black dragon
4674 - 1900 12252 12251 12250 5 1 60 214 SPECIAL2 -1 -1 AGRESSIVE
//Green dragon
4677 - 750 12252 12251 12250 5 1 60 85 SPECIAL2 -1 -1 AGRESSIVE
//Black dragon
4676 - 1900 12252 12251 12250 5 1 60 214 SPECIAL2 -1 -1 AGRESSIVE
//Green dragon
4679 - 750 12252 12251 12250 5 1 60 85 SPECIAL2 -1 -1 AGRESSIVE
//Green dragon
4678 - 750 12252 12251 12250 5 1 60 85 SPECIAL2 -1 -1 AGRESSIVE
//Blue dragon
4681 - 1050 12252 12251 12250 5 1 60 110 SPECIAL2 -1 -1 AGRESSIVE
//Green dragon
4680 - 750 12252 12251 12250 5 1 60 85 SPECIAL2 -1 -1 AGRESSIVE
//Blue dragon
4683 - 1050 12252 12251 12250 5 1 60 110 SPECIAL2 -1 -1 AGRESSIVE
//Blue dragon
4682 - 1050 12252 12251 12250 5 1 60 110 SPECIAL2 -1 -1 AGRESSIVE
//Clivet
893 - 250 -1 -1 -1 4 1 60 200 MELEE -1 -1 PASSIVE
//Ice giant
4685 - 700 -1 -1 -1 6 1 60 77 MELEE -1 -1 AGRESSIVE
//Blue dragon
4684 - 1050 12252 12251 12250 5 1 60 110 SPECIAL2 -1 -1 AGRESSIVE
//Ice giant
4687 - 700 -1 -1 -1 6 1 60 77 MELEE -1 -1 AGRESSIVE
//Hazeel Cultist
894 - 250 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Ice giant
4686 - 700 -1 -1 -1 6 1 60 77 MELEE -1 -1 AGRESSIVE
//Moss giant
4688 - 600 -1 -1 -1 7 1 60 110 MELEE -1 -1 AGRESSIVE
//Hill Giant
4689 - 350 -1 -1 -1 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Hill Giant
4690 - 350 -1 -1 -1 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Hill Giant
4691 - 350 -1 -1 -1 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Hill Giant
4692 - 350 -1 -1 -1 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Hill Giant
4693 - 350 -1 -1 -1 7 1 60 48 MELEE -1 -1 AGRESSIVE
//Enclave guard
870 - 800 -1 -1 -1 4 1 60 100 MELEE -1 -1 PASSIVE
//Lesser demon
4694 - 790 64 65 67 5 1 60 85 MELEE -1 -1 AGRESSIVE
//Lesser demon
4695 - 790 64 65 67 5 1 60 85 MELEE -1 -1 AGRESSIVE
//Lesser demon
4696 - 790 64 65 67 5 1 60 85 MELEE -1 -1 AGRESSIVE
//Man
12345 - 70 422 425 836 5 1 60 10 MELEE -1 -1 PASSIVE
//Lesser demon
4697 - 790 64 65 67 5 1 60 85 MELEE -1 -1 AGRESSIVE
//Man
12346 - 70 422 425 836 5 1 60 10 MELEE -1 -1 PASSIVE
//Greater demon
4698 - 870 64 65 67 5 1 60 97 MELEE -1 -1 AGRESSIVE
//Man
12347 - 70 422 425 836 5 1 60 10 MELEE -1 -1 PASSIVE
//Greater demon
4699 - 870 64 65 67 5 1 60 97 MELEE -1 -1 AGRESSIVE
//Giant rat
12348 - 53 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Greater demon
4700 - 870 64 65 67 5 1 60 97 MELEE -1 -1 AGRESSIVE
//Giant rat
12349 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Greater demon
4701 - 870 64 65 67 5 1 60 97 MELEE -1 -1 AGRESSIVE
//Giant rat
12350 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Colonel Radick
878 - 710 -1 -1 -1 5 1 60 40 MELEE -1 -1 PASSIVE
//Black demon
4702 - 1570 64 65 67 5 1 60 167 MELEE -1 -1 AGRESSIVE
//Giant rat
12351 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Delrith
879 - 70 64 65 67 4 4 60 30 MELEE -1 -1 PASSIVE
//Black demon
4703 - 1570 64 65 67 5 1 60 167 MELEE -1 -1 AGRESSIVE
//Troll general
12291 - 1200 13788 13789 13785 5 5 60 400 MELEE -1 -1 AGRESSIVE
//Moss giant
4706 - 850 -1 -1 -1 7 1 60 110 MELEE -1 -1 AGRESSIVE
//Black demon
4705 - 1570 64 65 67 5 1 60 167 MELEE -1 -1 AGRESSIVE
//Black demon
4704 - 1570 64 65 67 5 1 60 167 MELEE -1 -1 AGRESSIVE
//Troll general
12295 - 1400 13788 -1 -1 5 5 60 270 MELEE -1 -1 AGRESSIVE
//Turkey
8501 - 50 -1 -1 -1 4 1 60 10 MELEE -1 -1 PASSIVE
//Ogre chieftain
852 - 600 -1 -1 -1 5 1 60 90 MELEE -1 -1 PASSIVE
//Gorad
856 - 810 -1 -1 -1 4 1 60 70 MELEE -1 -1 PASSIVE
//Shantay Guard
837 - 320 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Possessed pickaxe
842 - 400 -1 -1 -1 4 1 60 60 MELEE -1 -1 AGRESSIVE
//Ugthanki
840 - 460 -1 -1 -1 5 1 60 40 MELEE -1 -1 AGRESSIVE
//Ogre chieftain
8660 - 600 -1 -1 -1 5 1 60 90 MELEE -1 -1 PASSIVE
//Giant rat
950 - 50 5327 5328 5329 5 1 60 17 MELEE -1 -1 AGRESSIVE
//Ogre
8658 - 600 -1 -1 -1 7 1 60 73 MELEE -1 -1 AGRESSIVE
//Green dragon
941 - 750 12252 12251 12250 5 1 60 85 SPECIAL2 -1 -1 AGRESSIVE
//Ranalph Devere
938 - 1300 -1 -1 -1 4 1 60 230 MELEE -1 -1 AGRESSIVE
//Nezikchened
934 - 1500 -1 -1 -1 4 1 60 180 MELEE -1 -1 AGRESSIVE
//Jungle savage
931 - 900 -1 -1 -1 4 1 60 140 MELEE -1 -1 AGRESSIVE
//Vampyre juvenile
4774 - 600 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Vampyre juvenile
4775 - 600 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Jail guard
917 - 320 -1 -1 -1 4 1 60 39 MELEE -1 -1 PASSIVE
//Battle mage
914 - 1000 -1 -1 -1 4 1 60 200 MAGE -1 -1 AGRESSIVE
//Battle mage
912 - 1000 -1 -1 -1 4 1 60 200 MAGE -1 -1 AGRESSIVE
//Battle mage
913 - 1000 -1 -1 -1 4 1 60 200 MAGE -1 -1 AGRESSIVE
//Kolodion
911 - 1000 64 65 68 5 4 0 200 MAGE -1 77 AGRESSIVE
//Kolodion
908 - 500 8577 8578 8576 5 4 0 200 MAGE -1 -1 AGRESSIVE
//Kolodion
907 - 200 729 424 7197 5 4 0 200 MAGE -1 -1 AGRESSIVE
//Vanstrom Klause
4793 - 1550 -1 -1 -1 4 1 60 190 MELEE -1 -1 AGRESSIVE
//Vyrewatch
4808 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Chicken
1017 - 30 5387 5388 5389 5 1 60 15 MELEE -1 -1 PASSIVE
//Rooster
1018 - 70 -1 -1 -1 4 1 60 15 MELEE -1 -1 PASSIVE
//Vyrelady
4810 - 1610 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Fire elemental
1019 - 300 -1 -1 -1 4 1 60 60 MELEE -1 -1 PASSIVE
//Vyrelady
4811 - 1610 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Earth elemental
1020 - 350 -1 -1 -1 7 1 60 49 MELEE -1 -1 AGRESSIVE
//Vyrelady
4812 - 1610 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Air elemental
1021 - 300 -1 -1 -1 4 1 60 30 MELEE -1 -1 PASSIVE
//Vyrewatch
4813 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Water elemental
1022 - 300 -1 -1 -1 4 1 60 40 MELEE -1 -1 PASSIVE
//Vyrewatch
4814 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vyrewatch
4815 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Poison spider
1009 - 640 5327 5328 5329 5 2 60 72 MELEE -1 -1 AGRESSIVE
//Avatar of Destruction
8596 - 10 -1 -1 -1 4 1 60 500 MELEE -1 -1 AGRESSIVE
//Avatar of Creation
8597 - 10 -1 -1 -1 4 1 60 460 MELEE -1 -1 AGRESSIVE
//Vyrewatch
4805 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Pyrefiend
8598 - 450 -1 -1 -1 4 1 60 44 MELEE -1 -1 PASSIVE
//Vyrewatch
4806 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Jelly
8599 - 750 -1 -1 -1 5 1 60 60 MELEE -1 -1 PASSIVE
//Vyrewatch
4807 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vyrewatch
4825 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Holthion
1000 - 900 -1 -1 -1 5 1 60 93 MELEE -1 -1 AGRESSIVE
//Vyrelord
4824 - 1600 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Vyrewatch
4827 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Disciple of Iban
1002 - 200 -1 -1 -1 4 1 60 20 MELEE -1 -1 PASSIVE
//Vyrewatch
4826 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vyrewatch
4829 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Spider
1004 - 20 -1 -1 -1 4 1 60 15 MELEE -1 -1 AGRESSIVE
//Vyrewatch
4828 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Zamorak wizard
1007 - 730 -1 -1 -1 5 1 60 200 MAGE -1 -1 AGRESSIVE
//Vyrewatch
4831 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vyrewatch
4830 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vyrewatch
4817 - 950 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vyrewatch
4816 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vyrewatch
4819 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vyrewatch
4818 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Kalrag
997 - 910 -1 -1 -1 4 1 60 160 MELEE -1 -1 AGRESSIVE
//Vyrelady
4821 - 1610 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Vyrewatch
4820 - 1300 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Doomion
999 - 900 -1 -1 -1 5 1 60 93 MELEE -1 -1 AGRESSIVE
//Vyrelord
4823 - 1600 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Othainian
998 - 900 -1 -1 -1 5 1 60 93 MELEE -1 -1 AGRESSIVE
//Vyrelord
4822 - 1600 -1 -1 -1 5 1 60 264 MELEE -1 -1 AGRESSIVE
//Vyrewatch
4842 - 1050 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vyrewatch
4843 - 1200 -1 -1 -1 6 1 60 150 MELEE -1 -1 AGRESSIVE
//Vyrewatch
